Time,virion_half_life,dip_half_life,ifn_half_life,Global IFN Concentration Per Cell,Total Extracellular Virions,Total Extracellular DIPs,Percentage Dead Cells,Percentage Susceptible Cells,Percentage Infected Cells,Percentage Infected DIP-only Cells,Percentage Infected Both Cells,Percentage Antiviral Cells,Regrowth Count,Percentage Susceptible and Antiviral (Real Susceptible cells without regrowthed ones) Cells,Percentage Regrowthed or Regrowthed and Antiviral Cells,Probability Virion Infection,Probability DIP Infection,Per Particle Infection Chance RHO,Total Local Particles,Plaque Percentage,max_global_IFN,time_all_cells_uninfected,Percentage Uninfected Cells,num_plaques,GRID_SIZE,TIMESTEP,IFN_DELAY,STD_IFN_DELAY,ALPHA,RHO,TAU,BURST_SIZE_V,REGROWTH_MEAN,REGROWTH_STD,TIME_STEPS,MEAN_LYSIS_TIME,STANDARD_LYSIS_TIME,init_v_pfu_per_cell,init_d_pfu_per_cell,MEAN_ANTI_TIME_Per_Cell,STD_ANTI_TIME,R,BURST_SIZE_D,H,option,d_pfu_initial,v_pfu_initial,virionOnlyInfected,dipOnlyInfected,bothInfected,totalDeadFromV,totalDeadFromBoth,virionDiffusionRate,dipDiffusionRate,k_JumpR,jumpRadiusV,jumpRadiusD,jumpRandomly,par_celltocell_random,allowVirionJump,allowDIPJump,IFN_wave_radius,ifnWave,ifnBothFold,D_only_IFN_stimulate_ratio,BOTH_IFN_stimulate_ratio,totalRandomJumpVirions,totalRandomJumpDIPs,dipAdvantage
0,3.2,3.2,0.0,-0.000173,81,25,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,106,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
1,3.2,3.2,0.0,-0.000173,65,25,0.0,99.965374,0.034626,0.017313,0.0,0.0,0,99.965374,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,90,0.0,-1.0,-1.0,99.965374,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,1,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
2,3.2,3.2,0.0,-0.000173,52,25,0.0,99.965374,0.034626,0.017313,0.0,0.0,0,99.965374,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,77,0.0,-1.0,-1.0,99.965374,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,1,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
3,3.2,3.2,0.0,-0.000173,42,25,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,67,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
4,3.2,3.2,0.0,-0.000173,34,25,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,59,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
5,3.2,3.2,0.0,-0.000173,27,25,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,52,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
6,3.2,3.2,0.0,-0.000173,750,25,0.017313,99.982687,0.0,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,775,0.017313,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,0,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
7,3.2,3.2,0.0,-0.000173,688,25,0.017313,99.688366,0.294321,0.0,0.0,0.0,0,99.688366,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,713,0.017313,-1.0,-1.0,99.688366,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,17,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
8,3.2,3.2,0.0,-0.000174,651,25,0.017313,99.480609,0.502078,0.0,0.0,0.0,0,99.480609,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,676,0.017313,-1.0,-1.0,99.480609,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,29,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
9,3.2,3.2,0.0,-0.000174,631,25,0.017313,99.290166,0.692521,0.034626,0.0,0.0,0,99.290166,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,656,0.017313,-1.0,-1.0,99.290166,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,38,2,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
