Time,virion_half_life,dip_half_life,ifn_half_life,Global IFN Concentration Per Cell,Total Extracellular Virions,Total Extracellular DIPs,Percentage Dead Cells,Percentage Susceptible Cells,Percentage Infected Cells,Percentage Infected DIP-only Cells,Percentage Infected Both Cells,Percentage Antiviral Cells,Regrowth Count,Percentage Susceptible and Antiviral (Real Susceptible cells without regrowthed ones) Cells,Percentage Regrowthed or Regrowthed and Antiviral Cells,Probability Virion Infection,Probability DIP Infection,Per Particle Infection Chance RHO,Total Local Particles,Plaque Percentage,max_global_IFN,time_all_cells_uninfected,Percentage Uninfected Cells,num_plaques,GRID_SIZE,TIMESTEP,IFN_DELAY,STD_IFN_DELAY,ALPHA,RHO,TAU,BURST_SIZE_V,REGROWTH_MEAN,REGROWTH_STD,TIME_STEPS,MEAN_LYSIS_TIME,STANDARD_LYSIS_TIME,init_v_pfu_per_cell,init_d_pfu_per_cell,MEAN_ANTI_TIME_Per_Cell,STD_ANTI_TIME,R,BURST_SIZE_D,H,option,d_pfu_initial,v_pfu_initial,virionOnlyInfected,dipOnlyInfected,bothInfected,totalDeadFromV,totalDeadFromBoth,virionDiffusionRate,dipDiffusionRate,k_JumpR,jumpRadiusV,jumpRadiusD,jumpRandomly,par_celltocell_random,allowVirionJump,allowDIPJump,IFN_wave_radius,ifnWave,ifnBothFold,D_only_IFN_stimulate_ratio,BOTH_IFN_stimulate_ratio,totalRandomJumpVirions,totalRandomJumpDIPs,dipAdvantage
0,3.2,3.2,0.0,-0.000173,81,24,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,105,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
1,3.2,3.2,0.0,-0.000173,65,23,0.0,99.965374,0.034626,0.017313,0.0,0.0,0,99.965374,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,88,0.0,-1.0,-1.0,99.965374,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,1,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
2,3.2,3.2,0.0,-0.000173,52,23,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,75,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
3,3.2,3.2,0.0,-0.000173,42,23,0.0,99.965374,0.034626,0.017313,0.0,0.0,0,99.965374,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,65,0.0,-1.0,-1.0,99.965374,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,1,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
4,3.2,3.2,0.0,-0.000173,34,23,0.0,99.965374,0.034626,0.017313,0.0,0.0,0,99.965374,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,57,0.0,-1.0,-1.0,99.965374,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,1,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
5,3.2,3.2,0.0,-0.000173,27,23,0.0,99.982687,0.017313,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,50,0.0,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,1,0,0,0,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
6,3.2,3.2,0.0,-0.000173,750,23,0.017313,99.982687,0.0,0.0,0.0,0.0,0,99.982687,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,773,0.017313,-1.0,-1.0,99.982687,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,0,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
7,3.2,3.2,0.0,-0.000173,688,23,0.017313,99.740305,0.242382,0.0,0.0,0.0,0,99.740305,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,711,0.017313,-1.0,-1.0,99.740305,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,14,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
8,3.2,3.2,0.0,-0.000174,651,23,0.017313,99.601801,0.380886,0.0,0.0,0.0,0,99.601801,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,674,0.017313,-1.0,-1.0,99.601801,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,22,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
9,3.2,3.2,0.0,-0.000174,631,23,0.017313,99.411357,0.57133,0.0,0.0,0.0,0,99.411357,0.0,"variate, depending on radius 10 of IFN","variate, depending on radius 10 of IFN",0.018,654,0.017313,-1.0,-1.0,99.411357,0,76,1,0,0,0.0,0.018,0.0,800,24.0,6.0,26,5.0,1.25,0.00606,0.017313,-1.0,-1.0,0.0,900,-1.0,4,35,100,33,0,0,1,0,0,0,0.5,0,0,False,False,False,False,0,False,0.0,5.0,10.0,0,0,1.125
